0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 1
32, 1
33, 1
34, 1
35, 1
36, 1
37, 1
38, 1
39, 1
40, 1
41, 1
42, 1
43, 1
44, 1
45, 1
46, 1
47, 1
48, 1
49, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 1
56, 1
57, 1
58, 1
59, 1
60, 1
61, 1
62, 1
63, 1
64, 1
65, 1
66, 1
67, 1
68, 1
69, 1
70, 1
71, 1
72, 1
73, 1
74, 1
75, 1
76, 1
77, 1
78, 1
79, 1
80, 1
81, 1
82, 1
83, 1
84, 1
85, 1
86, 1
87, 1
88, 1
89, 1
90, 2
91, 2
92, 2
93, 2
94, 2
95, 2
96, 2
97, 2
98, 2
99, 2
100, 2
101, 2
102, 2
103, 2
104, 2
105, 2
106, 3
107, 3
108, 3
109, 3
110, 3
111, 3
112, 3
113, 3
114, 3
115, 3
116, 3
117, 3
118, 3
119, 3
120, 3
121, 4
122, 4
123, 4
124, 4
125, 4
126, 4
127, 4
128, 4
129, 4
130, 4
131, 4
132, 4
133, 4
134, 4
135, 4
136, 6
137, 6
138, 6
139, 6
140, 6
141, 6
142, 6
143, 6
144, 6
145, 6
146, 6
147, 6
148, 6
149, 6
150, 6
151, 7
152, 7
153, 7
154, 7
155, 7
156, 7
157, 7
158, 7
159, 7
160, 7
161, 7
162, 7
163, 7
164, 7
165, 8
166, 12
167, 12
168, 12
169, 12
170, 12
171, 12
172, 12
173, 12
174, 12
175, 12
176, 12
177, 12
178, 12
179, 12
180, 12
181, 15
182, 15
183, 15
184, 15
185, 15
186, 15
187, 15
188, 15
189, 15
190, 15
191, 15
192, 15
193, 15
194, 15
195, 15
196, 18
197, 18
198, 18
199, 18
200, 18
201, 18
202, 18
203, 18
204, 18
205, 18
206, 18
207, 18
208, 18
209, 18
210, 18
211, 23
212, 23
213, 23
214, 23
215, 23
216, 23
217, 23
218, 23
219, 23
220, 23
221, 23
222, 23
223, 23
224, 23
225, 23
226, 24
227, 24
228, 24
229, 24
230, 24
231, 24
232, 24
233, 24
234, 24
235, 24
236, 24
237, 24
238, 24
239, 24
240, 24
241, 27
242, 27
243, 27
244, 27
245, 27
246, 27
247, 27
248, 27
249, 27
250, 27
251, 27
252, 27
253, 27
254, 27
255, 27
256, 28
257, 28
258, 28
259, 28
260, 28
261, 28
262, 28
263, 28
264, 28
265, 28
266, 28
267, 28
268, 28
269, 28
270, 28
271, 29
272, 29
273, 29
274, 29
275, 29
276, 29
277, 29
278, 29
279, 29
280, 29
281, 29
282, 29
283, 29
284, 29
285, 29
286, 29
287, 29
288, 29
289, 29
290, 29
291, 29
292, 29
293, 29
294, 29
295, 29
296, 29
297, 29
298, 29
299, 29
300, 30
301, 33
302, 33
303, 33
304, 33
305, 33
306, 33
307, 33
308, 33
309, 33
310, 33
311, 33
312, 33
313, 33
314, 33
315, 33
316, 34
317, 34
318, 34
319, 34
320, 34
321, 34
322, 34
323, 34
324, 34
325, 34
326, 34
327, 34
328, 34
329, 34
330, 34
331, 38
332, 38
333, 38
334, 38
335, 38
336, 38
337, 38
338, 38
339, 38
340, 38
341, 38
342, 38
343, 38
344, 38
345, 39
346, 41
347, 41
348, 41
349, 41
350, 41
351, 41
352, 41
353, 41
354, 41
355, 41
356, 41
357, 41
358, 41
359, 41
360, 42
361, 45
362, 45
363, 45
364, 45
365, 45
366, 45
367, 45
368, 45
369, 45
370, 45
371, 45
372, 45
373, 45
374, 45
375, 45
376, 48
377, 48
378, 48
379, 48
380, 48
381, 48
382, 48
383, 48
384, 48
385, 48
386, 48
387, 48
388, 48
389, 48
390, 48
391, 48
392, 48
393, 48
394, 48
395, 48
396, 48
397, 48
398, 48
399, 48
400, 48
401, 48
402, 48
403, 48
404, 48
405, 48
406, 50
407, 50
408, 50
409, 50
410, 50
411, 50
412, 50
413, 50
414, 50
415, 50
416, 50
417, 50
418, 50
419, 50
420, 50
421, 50
422, 50
423, 50
424, 50
425, 50
426, 50
